Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %, Bed Temp °F,Location,Station ID,Station Name,Download Timestamp
2020-11-06,07:45,45.3,41.6,86.7,0.0,14,29.88,SW,1.0,3.1,0.74,50.6,52.3,22.5,63.6,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,08:00,44.8,41.7,88.7,0.0,20,29.89,SE,2.7,3.9,0.74,50.6,52.3,22.5,63.5,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,08:15,44.8,42.2,90.5,0.0,25,29.89,SE,2.7,3.9,0.75,50.6,52.2,22.5,63.6,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,08:30,44.6,42.4,91.6,0.0,32,29.89,SE,2.7,4.2,0.76,50.5,52.2,22.4,63.7,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,08:45,44.8,42.7,92.2,0.0,48,29.89,W,2.3,4.6,0.76,50.5,52.1,22.4,63.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,09:00,45.4,43.2,92.1,0.0,97,29.89,SW,1.2,3.1,0.77,50.5,52.1,22.4,64.4,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,09:15,46.3,44.0,91.8,0.0,104,29.9,SW,1.2,3.1,0.77,50.5,52.1,22.3,65.1,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,09:30,46.9,44.4,90.9,0.0,114,29.91,S,1.6,3.5,0.77,50.5,52.1,22.3,65.6,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,09:45,47.1,43.5,87.2,0.0,102,29.91,S,1.9,3.9,0.75,50.6,52.0,22.2,65.7,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,10:00,47.8,43.0,83.1,0.0,108,29.91,SE,1.3,2.8,0.73,50.6,52.0,22.2,65.7,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,10:15,48.0,43.1,83.0,0.0,118,29.91,SW,1.5,3.5,0.72,50.7,52.0,22.1,65.6,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,10:30,48.3,43.2,82.4,0.0,179,29.91,NW,2.3,3.9,0.71,50.8,51.9,22.2,65.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,10:45,49.9,43.6,78.9,0.0,256,29.91,E,1.1,4.6,0.69,50.9,51.9,22.1,66.7,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,11:00,49.9,42.6,75.9,0.0,171,29.9,E,2.5,4.6,0.64,51.0,51.9,22.1,66.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,11:15,49.3,42.7,77.9,0.0,151,29.9,SE,2.9,5.3,0.59,51.1,51.9,22.0,65.7,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,11:30,48.8,43.4,81.2,0.0,174,29.89,SE,4.4,6.4,0.56,51.3,51.9,22.0,65.5,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,11:45,50.3,44.1,79.2,0.0,425,29.88,SE,3.8,6.4,0.55,51.4,51.9,22.0,67.0,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,12:00,51.8,43.8,74.1,0.0,436,29.88,SE,2.9,4.9,0.49,51.5,51.9,21.9,68.2,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,12:15,52.7,43.0,69.6,0.0,436,29.88,S,3.3,6.0,0.4,51.6,51.9,21.9,68.8,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,12:30,53.2,42.4,66.7,0.0,421,29.88,SE,2.8,5.3,0.3,51.8,51.9,21.9,69.4,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,12:45,53.7,42.3,65.2,0.0,394,29.88,SE,3.0,5.7,0.2,52.0,51.9,21.9,69.7,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,13:00,53.2,42.3,66.3,0.0,423,29.88,W,3.3,6.7,0.12,52.1,51.9,21.8,69.2,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,13:15,53.2,42.5,66.9,0.0,396,29.87,W,2.9,6.4,0.08,52.3,52.0,21.8,69.0,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,13:30,53.0,42.4,67.0,0.0,379,29.88,SW,2.8,4.9,0.02,52.4,52.0,21.8,68.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,13:45,52.6,42.1,67.3,0.0,361,29.87,W,3.4,7.4,0.0,52.6,52.1,21.7,68.4,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,14:00,52.9,41.9,66.3,0.0,337,29.87,W,2.6,4.6,0.0,52.7,52.1,21.7,68.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,14:15,53.1,41.6,65.0,0.0,316,29.87,NW,2.3,4.6,0.0,52.8,52.2,21.7,68.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,14:30,52.6,41.1,64.8,0.0,224,29.88,NW,2.1,4.2,0.0,52.9,52.3,21.7,68.5,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,14:45,51.1,40.0,65.8,0.0,64,29.88,NW,2.2,4.6,0.0,52.9,52.4,21.6,68.1,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,15:00,50.6,39.5,65.6,0.0,47,29.88,NW,1.5,3.1,0.0,52.9,52.5,21.6,68.1,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,15:15,50.7,39.7,65.7,0.0,44,29.88,N ,1.2,2.8,0.0,52.9,52.5,21.6,68.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,15:30,50.6,39.8,66.4,0.0,42,29.87,NW,0.9,4.9,0.0,52.8,52.6,21.5,68.4,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,15:45,50.5,40.3,68.0,0.0,34,29.87,NW,2.4,6.7,0.0,52.6,52.7,21.5,65.8,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,16:00,49.7,41.0,71.8,0.0,30,29.87,W,0.9,2.1,0.0,52.5,52.8,21.5,65.4,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,16:15,49.0,41.1,74.0,0.0,26,29.87,SW,0.7,2.1,0.0,52.4,52.8,21.5,64.8,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,16:30,47.7,42.5,82.0,0.0,22,29.88,SE,1.8,3.5,0.14,52.2,52.8,21.4,64.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,16:45,46.1,42.8,88.1,0.0,13,29.88,SE,2.1,3.1,0.27,52.0,52.9,21.4,63.4,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,17:00,44.8,42.1,90.2,0.0,5,29.88,SE,2.5,3.5,0.32,51.9,52.9,21.3,62.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,17:15,44.0,41.7,91.5,0.0,1,29.89,SE,1.2,2.4,0.36,51.7,52.9,21.3,61.0,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,17:30,43.3,41.3,92.4,0.0,0,29.89,SE,1.5,3.9,0.4,51.5,52.9,21.3,60.6,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,17:45,42.1,40.2,92.9,0.0,0,29.9,SW,1.6,3.9,0.44,51.3,52.9,21.3,60.7,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,18:00,42.0,40.2,93.4,0.0,0,29.9,NW,1.0,3.5,0.48,51.2,52.9,21.3,60.8,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,18:15,43.8,42.0,93.5,0.0,0,29.9,W,2.0,3.5,0.52,51.0,52.8,21.2,61.6,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,18:30,44.1,42.1,92.7,0.0,0,29.9,W,2.2,3.5,0.56,50.8,52.8,21.2,62.1,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,18:45,44.3,42.0,91.7,0.0,0,29.9,W,2.1,4.9,0.59,50.7,52.7,21.1,61.6,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,19:00,44.0,41.3,89.8,0.0,0,29.9,W,1.9,3.1,0.61,50.5,52.7,21.1,61.2,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,19:15,44.5,41.2,88.2,0.0,0,29.9,W,1.7,2.4,0.64,50.3,52.6,21.1,60.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,19:30,43.5,40.0,87.5,0.0,0,29.89,W,0.5,2.8,0.64,50.2,52.6,21.0,59.0,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,19:45,43.1,40.0,88.6,0.0,0,29.89,SW,0.5,2.1,0.66,50.0,52.5,21.1,58.1,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,20:00,42.0,39.1,89.1,0.0,0,29.89,S,0.7,2.1,0.66,49.9,52.4,21.0,57.5,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,20:15,41.9,39.1,89.7,0.0,0,29.89,S,1.3,2.8,0.68,49.7,52.4,21.0,57.2,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,20:30,39.8,37.3,90.9,0.0,0,29.88,SE,1.4,2.8,0.67,49.5,52.3,21.0,56.7,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,20:45,39.7,37.6,92.2,0.0,0,29.89,S,1.5,2.4,0.68,49.4,52.2,20.9,56.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,21:00,38.7,36.8,92.7,0.0,0,29.89,S,0.9,3.5,0.68,49.2,52.2,20.9,56.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,21:15,36.9,35.2,93.1,0.0,0,29.89,SE,0.9,2.4,0.68,49.1,52.1,20.9,55.0,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,21:30,38.0,36.4,93.8,0.0,0,29.89,SE,1.1,2.4,0.69,48.9,52.0,20.8,54.2,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,21:45,38.3,36.8,94.2,0.0,0,29.89,S,1.5,2.8,0.7,48.8,51.9,20.8,54.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,22:00,36.7,35.2,94.3,0.0,0,29.89,SE,1.5,2.8,0.69,48.6,51.9,20.8,53.5,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,22:15,37.3,35.9,94.6,0.0,0,29.89,S,1.5,2.8,0.7,48.4,51.8,20.8,53.7,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,22:30,36.5,35.2,94.8,0.0,0,29.89,SE,0.5,2.1,0.7,48.3,51.7,20.8,53.4,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,22:45,36.3,35.0,95.0,0.0,0,29.88,S,1.3,2.4,0.7,48.2,51.6,20.7,52.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,23:00,34.8,33.5,95.0,0.0,0,29.88,NE,0.1,1.7,0.7,48.0,51.5,20.7,52.8,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,23:15,34.5,33.3,95.2,0.0,0,29.88,S,0.2,2.1,0.7,47.9,51.4,20.7,52.1,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,23:30,35.4,34.2,95.3,0.0,0,29.88,SE,1.4,2.4,0.71,47.7,51.3,20.6,51.8,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,23:45,35.8,34.6,95.5,0.0,0,29.87,SE,2.1,2.8,0.72,47.6,51.3,20.6,52.5,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-06,24:00,35.9,34.8,95.5,0.0,0,29.87,S,2.1,2.8,0.72,47.5,51.2,20.6,53.6,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,00:15,34.7,33.6,95.6,0.0,0,29.86,SE,0.3,2.1,0.71,47.4,51.1,20.6,52.1,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,00:30,35.3,34.2,95.7,0.0,0,29.86,S,1.8,2.4,0.72,47.2,51.0,20.6,51.7,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,00:45,35.2,34.1,95.8,0.0,0,29.86,SE,1.2,2.1,0.72,47.1,50.9,20.5,51.4,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,01:00,34.4,33.4,95.8,0.0,0,29.86,S,0.8,2.1,0.72,47.0,50.8,20.5,50.8,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,01:15,33.5,32.5,95.8,0.0,0,29.86,E,0.0,1.4,0.71,46.9,50.7,20.5,36.5,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,01:30,34.4,33.4,96.0,0.0,0,29.86,SE,2.0,2.8,0.72,46.7,50.6,20.5,33.8,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,01:45,34.4,33.4,96.0,0.0,0,29.86,S,1.5,2.8,0.72,46.6,50.6,20.4,36.8,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,02:00,34.7,33.8,96.1,0.0,0,29.86,SE,2.3,3.9,0.72,46.5,50.5,20.4,38.5,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,02:15,37.2,36.2,96.2,0.0,0,29.86,SE,3.0,3.9,0.74,46.4,50.4,20.4,50.6,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,02:30,37.0,36.0,96.2,0.0,0,29.86,S,2.5,3.5,0.74,46.3,50.3,20.4,51.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,02:45,35.1,34.1,96.1,0.0,0,29.86,S,0.9,2.4,0.73,46.2,50.2,20.4,47.0,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,03:00,34.5,33.5,96.1,0.0,0,29.86,SE,0.8,2.8,0.73,46.1,50.1,20.3,38.5,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,03:15,35.5,34.5,96.2,0.0,0,29.85,SE,1.5,3.1,0.74,46.0,50.0,20.3,43.0,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,03:30,35.3,34.3,96.2,0.0,0,29.84,S,0.8,2.4,0.74,46.0,49.9,20.3,45.4,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,03:45,34.3,33.3,96.2,0.0,0,29.84,S,1.1,2.1,0.73,45.9,49.8,20.3,34.5,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,04:00,34.3,33.4,96.3,0.0,0,29.84,SE,1.8,2.8,0.74,45.8,49.8,20.2,34.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,04:15,34.2,33.3,96.3,0.0,0,29.84,S,0.8,2.4,0.74,45.8,49.7,20.2,33.4,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,04:30,33.4,32.4,96.3,0.0,0,29.83,N ,0.0,0.0,0.73,45.7,49.6,20.2,33.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,04:45,33.5,32.5,96.3,0.0,0,29.83,S,1.8,3.9,0.74,45.6,49.5,20.2,33.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,05:00,32.8,31.8,96.3,0.0,0,29.84,SE,1.3,2.8,0.74,45.5,49.5,20.2,34.0,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,05:15,33.2,32.2,96.4,0.0,0,29.84,S,1.4,3.5,0.75,45.4,49.4,20.2,35.5,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,05:30,32.8,31.8,96.4,0.0,0,29.84,NE,0.6,2.4,0.75,45.4,49.3,20.2,37.6,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,05:45,33.3,32.4,96.5,0.0,0,29.84,S,0.3,2.1,0.75,45.3,49.3,20.1,37.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,06:00,34.5,33.6,96.5,0.0,0,29.84,SE,1.0,2.4,0.76,45.3,49.2,20.1,38.0,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,06:15,35.7,34.8,96.5,0.0,0,29.83,SE,1.7,2.8,0.76,45.2,49.1,20.1,50.4,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,06:30,35.6,34.7,96.5,0.0,0,29.82,SE,1.4,3.1,0.76,45.2,49.0,20.0,51.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,06:45,35.0,34.1,96.5,0.0,0,29.82,SE,1.6,3.5,0.76,45.2,49.0,20.0,51.7,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,07:00,34.6,33.7,96.6,0.0,0,29.82,SW,0.1,1.4,0.76,45.1,48.9,20.0,51.7,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,07:15,34.6,33.7,96.6,0.0,4,29.82,SW,0.1,1.7,0.76,45.1,48.8,20.0,51.5,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,07:30,34.6,33.7,96.6,0.0,14,29.81,NE,0.3,2.1,0.76,45.1,48.8,20.0,47.5,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,07:45,34.9,34.1,96.6,0.0,32,29.81,SW,0.2,1.7,0.77,45.1,48.7,19.9,45.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,08:00,35.7,34.8,96.6,0.0,71,29.81,S,0.4,2.1,0.78,45.0,48.7,19.9,52.6,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,08:15,37.3,36.4,96.5,0.0,98,29.82,SE,0.3,2.1,0.78,45.0,48.6,19.9,54.4,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,08:30,38.3,37.4,96.5,0.0,108,29.82,SE,1.2,2.4,0.79,45.1,48.6,19.9,56.8,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,08:45,39.4,38.5,96.4,0.0,145,29.82,NE,0.1,1.4,0.8,45.1,48.5,19.9,59.0,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,09:00,41.2,40.2,96.3,0.0,158,29.81,E,0.4,2.1,0.81,45.2,48.5,19.8,60.7,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,09:15,43.6,42.6,96.2,0.0,265,29.81,E,1.3,2.8,0.82,45.3,48.4,19.8,61.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,09:30,45.5,44.5,96.1,0.0,165,29.81,SE,1.1,2.4,0.81,45.5,48.4,19.8,62.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,09:45,46.1,45.0,95.8,0.0,310,29.8,N,1.6,3.9,0.81,45.7,48.3,19.8,63.2,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,10:00,46.1,44.8,95.4,0.0,154,29.79,W,3.5,7.4,0.8,46.0,48.3,19.8,62.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,10:15,46.2,43.7,91.0,0.0,152,29.79,W,7.4,16.0,0.78,46.3,48.3,19.7,63.1,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,10:30,48.0,39.7,72.7,0.0,270,29.78,NW,9.4,16.4,0.75,46.5,48.3,19.7,63.8,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,10:45,48.8,38.2,66.5,0.0,305,29.78,NW,9.4,17.5,0.68,46.8,48.3,19.7,64.5,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,11:00,49.6,38.6,65.7,0.0,357,29.77,NW,9.5,14.6,0.57,47.0,48.3,19.7,65.0,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,11:15,48.5,38.8,69.0,0.0,226,29.77,NW,7.0,10.7,0.43,47.2,48.3,19.7,64.7,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,11:30,48.8,38.1,66.4,0.0,231,29.77,NW,9.5,17.8,0.32,47.4,48.3,19.7,64.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,11:45,48.9,37.0,63.2,0.0,254,29.76,NW,9.9,17.1,0.21,47.6,48.3,19.7,64.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,12:00,49.5,37.1,62.4,0.0,371,29.75,NW,9.7,16.0,0.14,47.8,48.4,19.7,65.4,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,12:15,49.5,37.5,63.0,0.0,306,29.75,NW,9.2,15.3,0.09,47.9,48.4,19.7,65.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,12:30,49.9,36.6,60.0,0.0,424,29.74,NW,9.3,15.3,0.04,48.0,48.5,19.7,65.7,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,12:45,50.4,36.7,59.3,0.0,455,29.74,NW,8.7,14.2,0.0,48.1,48.5,19.7,66.1,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,13:00,50.4,36.4,58.6,0.0,418,29.74,NW,9.3,14.6,0.0,48.2,48.6,19.6,66.2,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,13:15,50.0,36.1,58.7,0.0,397,29.73,NW,8.4,13.5,0.0,48.4,48.7,19.6,66.0,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,13:30,49.7,35.5,58.0,0.0,380,29.73,NW,8.7,14.6,0.0,48.5,48.7,19.6,65.7,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,13:45,49.8,35.4,57.7,0.0,365,29.73,NW,8.7,13.9,0.0,48.7,48.8,19.6,65.8,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,14:00,49.7,35.9,58.9,0.0,344,29.73,NW,8.4,16.7,0.0,48.8,48.9,19.6,65.8,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,14:15,49.8,37.2,61.7,0.0,369,29.72,NW,9.0,15.3,0.0,48.9,48.9,19.5,66.0,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,14:30,49.6,37.7,63.4,0.0,289,29.72,NW,9.8,16.0,0.0,49.0,49.0,19.5,66.0,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,14:45,49.1,37.6,64.3,0.0,174,29.73,NW,8.8,13.5,0.0,49.1,49.1,19.5,66.0,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,15:00,49.4,37.6,63.8,0.0,127,29.73,N,6.4,12.1,0.0,49.1,49.2,19.5,66.0,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,15:15,49.1,37.1,63.0,0.0,130,29.73,NW,9.7,16.0,0.0,49.2,49.3,19.5,65.6,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
2020-11-07,15:30,48.8,37.4,64.5,0.0,100,29.73,N,9.2,16.7,0.0,49.2,49.3,19.5,65.5,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-14 08:29:43.152680
